"Label (Grouping)","Population 16 years and over","Population 16 years and over!!AGE","Population 16 years and over!!AGE!!16 to 19 years","Population 16 years and over!!AGE!!20 to 24 years","Population 16 years and over!!AGE!!25 to 29 years","Population 16 years and over!!AGE!!30 to 34 years","Population 16 years and over!!AGE!!35 to 44 years","Population 16 years and over!!AGE!!45 to 54 years","Population 16 years and over!!AGE!!55 to 59 years","Population 16 years and over!!AGE!!60 to 64 years","Population 16 years and over!!AGE!!65 to 74 years","Population 16 years and over!!AGE!!75 years and over","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population 20 to 64 years","Population 20 to 64 years!!SEX","Population 20 to 64 years!!SEX!!Male","Population 20 to 64 years!!SEX!!Female","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level","Population 20 to 64 years!!DISABILITY STATUS","Population 20 to 64 years!!DISABILITY STATUS!!With any disability","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"        Margin of Error","±0.3","","±1.6","±1.2","±1.1","±0.8","±0.6","±0.5","±0.8","±1.1","±0.7","±0.4","","±0.3","±3.3","±3.1","±2.7","±13.0","±6.2","±2.2","±2.3","±0.3","±0.3","","±0.4","±0.5","±0.8","±1.7","±1.9","±0.9","","±1.2","±0.3","","±1.0","","±0.4","±1.8","±0.7","±0.6","±0.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","60.2%","","43.3%","74.0%","79.0%","80.5%","81.2%","79.8%","72.0%","58.6%","27.6%","6.6%","","60.2%","65.1%","52.3%","63.2%","78.4%","62.4%","56.7%","64.6%","60.1%","75.6%","","77.8%","73.5%","76.2%","73.1%","69.0%","79.5%","","35.5%","81.7%","","35.4%","","75.8%","45.5%","69.4%","77.1%","86.1%"
"        Margin of Error","±0.3","","±1.5","±1.3","±1.0","±0.9","±0.7","±0.6","±0.8","±1.1","±0.7","±0.4","","±0.3","±3.8","±3.2","±2.8","±13.6","±6.7","±2.3","±2.7","±0.3","±0.3","","±0.5","±0.5","±0.9","±1.7","±1.9","±0.9","","±1.1","±0.3","","±1.0","","±0.4","±1.6","±0.7","±0.6","±0.5"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.1%","","14.1%","7.3%","5.3%","3.4%","3.5%","2.8%","3.0%","2.2%","3.1%","5.0%","","4.0%","7.5%","8.7%","2.7%","2.0%","5.9%","8.8%","4.3%","4.0%","3.7%","","4.2%","3.1%","3.0%","3.3%","3.9%","2.7%","","19.3%","2.6%","","11.3%","","3.3%","9.6%","4.9%","3.0%","1.6%"
"        Margin of Error","±0.2","","±1.2","±0.8","±0.7","±0.5","±0.4","±0.2","±0.4","±0.3","±0.5","±1.6","","±0.2","±2.1","±2.4","±1.0","±2.1","±5.0","±2.1","±1.4","±0.2","±0.2","","±0.3","±0.2","±0.4","±0.8","±1.2","±0.4","","±1.4","±0.1","","±1.1","","±0.2","±1.2","±0.3","±0.3","±0.2"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,827,204","","305,616","382,580","414,900","413,044","769,605","835,312","421,635","381,834","530,437","372,241","","2,762,138","1,431,313","14,135","310,908","2,389","189,102","117,219","418,898","2,564,668","3,618,910","","1,763,684","1,855,226","639,846","148,702","123,787","367,357","","295,756","3,254,676","","316,871","","3,236,330","280,947","756,896","847,471","1,351,016"
"        Margin of Error","±1,427","","±1,571","±685","±620","±621","±675","±600","±3,242","±3,218","±414","±443","","±3,857","±2,478","±999","±1,196","±237","±4,216","±3,180","±485","±1,238","±799","","±630","±588","±4,140","±2,848","±2,123","±3,298","","±4,920","±5,196","","±4,122","","±801","±4,424","±7,066","±6,180","±8,967"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","67.7%","","38.1%","75.8%","85.4%","86.4%","86.9%","85.3%","78.4%","62.6%","32.0%","8.4%","","66.6%","68.0%","62.8%","69.0%","66.2%","79.0%","71.0%","76.8%","65.9%","81.6%","","85.1%","78.2%","79.8%","77.7%","73.0%","82.9%","","48.7%","85.8%","","48.3%","","82.2%","65.4%","75.9%","82.4%","89.3%"
"        Margin of Error","±0.1","","±0.6","±0.6","±0.4","±0.4","±0.2","±0.3","±0.4","±0.5","±0.4","±0.3","","±0.1","±0.3","±2.7","±0.5","±6.5","±0.7","±1.0","±0.4","±0.1","±0.1","","±0.2","±0.2","±0.4","±0.9","±0.8","±0.5","","±0.7","±0.1","","±0.6","","±0.1","±0.6","±0.3","±0.3","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63.7%","","30.9%","66.1%","78.8%","81.0%","82.7%","82.0%","75.6%","60.6%","30.8%","8.1%","","63.2%","62.6%","57.8%","66.0%","60.7%","74.7%","64.6%","72.2%","62.6%","77.0%","","79.9%","74.2%","75.7%","73.0%","68.1%","79.4%","","36.6%","82.0%","","42.3%","","78.3%","60.3%","71.1%","77.7%","86.3%"
"        Margin of Error","±0.1","","±0.5","±0.6","±0.5","±0.5","±0.3","±0.3","±0.4","±0.5","±0.4","±0.3","","±0.2","±0.3","±3.3","±0.5","±6.4","±0.7","±1.1","±0.4","±0.2","±0.2","","±0.2","±0.3","±0.4","±0.9","±1.0","±0.5","","±0.7","±0.2","","±0.6","","±0.2","±0.6","±0.3","±0.3","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.1%","","17.4%","10.5%","6.3%","4.9%","3.7%","3.5%","3.4%","3.2%","3.6%","3.5%","","3.9%","7.5%","6.0%","3.6%","1.1%","5.1%","6.9%","4.9%","3.8%","4.7%","","4.6%","4.8%","4.7%","5.4%","6.3%","3.9%","","24.8%","3.6%","","12.0%","","4.1%","7.8%","6.1%","4.4%","2.4%"
"        Margin of Error","±0.1","","±0.8","±0.4","±0.4","±0.3","±0.2","±0.2","±0.2","±0.2","±0.3","±0.6","","±0.1","±0.2","±2.2","±0.3","±0.9","±0.5","±0.8","±0.3","±0.1","±0.1","","±0.1","±0.2","±0.3","±0.6","±0.7","±0.3","","±0.8","±0.1","","±0.7","","±0.1","±0.5","±0.2","±0.2","±0.1"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,648,105","","376,972","489,450","500,159","473,326","836,367","938,102","484,382","442,258","633,197","473,892","","4,500,504","406,786","11,905","374,442","2,277","216,467","135,724","586,669","4,175,586","4,164,044","","2,042,660","2,121,384","694,223","167,643","115,069","411,511","","387,458","3,674,361","","365,965","","3,674,594","282,754","823,592","861,818","1,706,430"
"        Margin of Error","±1,533","","±1,647","±653","±542","±427","±533","±443","±3,288","±3,296","±418","±360","","±4,915","±2,843","±738","±1,749","±393","±4,451","±3,053","±689","±2,691","±647","","±519","±563","±4,394","±3,043","±2,537","±3,890","","±6,284","±6,678","","±4,777","","±669","±4,578","±8,831","±5,654","±9,786"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","67.3%","","43.0%","75.0%","86.2%","86.7%","86.2%","84.4%","78.8%","65.5%","32.9%","8.0%","","66.9%","69.8%","59.4%","67.1%","73.6%","70.7%","70.0%","68.5%","66.8%","81.5%","","84.8%","78.3%","79.4%","78.2%","72.9%","81.7%","","44.5%","86.5%","","43.6%","","82.3%","61.5%","76.5%","82.1%","88.7%"
"        Margin of Error","±0.1","","±0.7","±0.5","±0.4","±0.4","±0.3","±0.3","±0.4","±0.5","±0.4","±0.2","","±0.1","±0.5","±3.8","±0.5","±7.5","±0.8","±1.0","±0.5","±0.1","±0.2","","±0.2","±0.2","±0.3","±0.7","±0.9","±0.4","","±0.6","±0.1","","±0.7","","±0.2","±0.8","±0.4","±0.3","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64.0%","","36.4%","68.7%","81.5%","82.9%","82.7%","81.1%","75.9%","63.4%","31.8%","7.8%","","63.9%","63.7%","53.3%","64.0%","71.4%","65.2%","65.0%","63.2%","64.0%","77.7%","","80.5%","75.1%","76.1%","74.7%","68.9%","78.7%","","34.5%","83.4%","","38.3%","","78.9%","56.0%","72.0%","78.4%","86.4%"
"        Margin of Error","±0.1","","±0.6","±0.6","±0.5","±0.4","±0.3","±0.3","±0.4","±0.5","±0.4","±0.2","","±0.2","±0.6","±4.2","±0.5","±7.7","±0.8","±1.1","±0.6","±0.1","±0.2","","±0.2","±0.3","±0.3","±0.7","±0.9","±0.4","","±0.6","±0.2","","±0.7","","±0.2","±0.9","±0.4","±0.3","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.8%","","15.2%","8.2%","5.2%","4.2%","3.8%","3.7%","3.7%","3.3%","3.3%","3.1%","","4.3%","8.5%","9.9%","4.4%","3.0%","7.7%","6.8%","7.5%","4.1%","4.4%","","4.8%","4.1%","4.1%","4.4%","5.4%","3.6%","","22.5%","3.4%","","12.0%","","4.0%","8.9%","5.9%","4.4%","2.5%"
"        Margin of Error","±0.1","","±0.7","±0.3","±0.3","±0.2","±0.2","±0.2","±0.2","±0.2","±0.3","±0.6","","±0.1","±0.4","±3.2","±0.3","±2.3","±0.7","±0.7","±0.4","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.5","±0.8","±0.2","","±0.9","±0.1","","±0.6","","±0.1","±0.7","±0.2","±0.2","±0.1"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,049,769","","531,496","704,793","668,583","599,192","1,165,370","1,317,258","718,008","678,726","975,417","690,926","","6,430,146","1,069,400","42,218","253,683","2,563","85,802","165,957","345,264","6,200,298","5,851,930","","2,910,172","2,941,758","998,940","226,686","194,393","577,861","","790,286","4,969,658","","714,291","","5,147,137","420,154","1,386,923","1,763,082","1,576,978"
"        Margin of Error","±1,722","","±1,834","±1,038","±851","±812","±823","±759","±3,191","±3,224","±596","±532","","±2,678","±2,317","±1,363","±1,453","±285","±2,292","±3,138","±501","±1,528","±848","","±764","±760","±6,186","±3,554","±2,194","±4,877","","±7,766","±7,689","","±6,306","","±1,062","±5,098","±9,473","±6,645","±11,613"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","61.5%","","44.2%","77.7%","83.4%","82.7%","82.4%","79.7%","70.1%","52.0%","21.7%","5.7%","","61.7%","59.0%","57.7%","64.9%","59.0%","69.1%","64.5%","68.5%","61.4%","76.3%","","80.5%","72.2%","74.8%","72.9%","66.8%","78.3%","","49.3%","81.7%","","38.9%","","76.1%","52.5%","69.2%","78.1%","86.4%"
"        Margin of Error","±0.1","","±0.4","±0.4","±0.3","±0.3","±0.2","±0.2","±0.3","±0.4","±0.2","±0.1","","±0.1","±0.3","±1.3","±0.6","±6.9","±1.2","±0.7","±0.5","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.7","±0.6","±0.3","","±0.4","±0.1","","±0.4","","±0.1","±0.5","±0.3","±0.2","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","57.8%","","36.4%","69.7%","77.4%","77.8%","78.3%","76.4%","67.5%","50.3%","20.9%","5.5%","","58.7%","51.1%","53.1%","62.0%","55.6%","64.1%","57.9%","63.5%","58.5%","72.1%","","75.7%","68.5%","70.7%","68.0%","61.8%","74.8%","","37.7%","78.6%","","34.0%","","72.4%","46.0%","64.5%","74.4%","84.3%"
"        Margin of Error","±0.1","","±0.4","±0.4","±0.3","±0.3","±0.2","±0.2","±0.3","±0.4","±0.2","±0.1","","±0.1","±0.3","±1.4","±0.6","±7.3","±1.2","±0.7","±0.5","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.6","±0.7","±0.3","","±0.4","±0.1","","±0.3","","±0.1","±0.5","±0.3","±0.2","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.9%","","17.7%","10.2%","7.1%","5.8%","4.8%","4.2%","3.8%","3.1%","3.4%","2.9%","","4.7%","13.3%","7.8%","4.4%","4.2%","7.1%","10.2%","7.2%","4.6%","5.5%","","5.8%","5.1%","5.5%","6.6%","7.5%","4.5%","","23.5%","3.7%","","12.7%","","4.8%","12.4%","6.8%","4.6%","2.3%"
"        Margin of Error","±0.1","","±0.5","±0.3","±0.3","±0.2","±0.1","±0.1","±0.2","±0.2","±0.2","±0.5","","±0.1","±0.4","±1.1","±0.4","±3.2","±1.0","±0.7","±0.4","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.4","±0.6","±0.2","","±0.4","±0.1","","±0.5","","±0.1","±0.5","±0.2","±0.1","±0.1"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,410,576","","284,920","358,756","371,742","384,595","697,077","708,668","393,271","352,849","490,739","367,959","","3,761,059","244,330","41,697","203,130","1,740","71,879","86,741","195,869","3,651,287","3,266,958","","1,646,828","1,620,130","590,676","143,995","122,687","323,994","","292,584","2,934,662","","283,620","","2,908,202","178,196","632,253","985,020","1,112,733"
"        Margin of Error","±1,387","","±1,486","±835","±795","±680","±802","±835","±2,561","±2,544","±444","±435","","±2,481","±1,714","±875","±1,226","±256","±2,234","±2,331","±406","±1,293","±971","","±829","±661","±3,562","±2,694","±1,779","±2,973","","±3,580","±3,775","","±3,035","","±851","±3,067","±5,938","±5,623","±7,636"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","69.7%","","53.2%","84.6%","89.1%","88.5%","88.8%","87.6%","80.9%","64.3%","27.9%","6.6%","","69.3%","71.3%","58.9%","71.2%","71.8%","77.7%","73.6%","76.5%","69.1%","84.5%","","87.4%","81.4%","82.6%","81.2%","76.3%","85.7%","","54.9%","88.1%","","53.0%","","84.5%","66.3%","78.5%","85.3%","90.0%"
"        Margin of Error","±0.1","","±0.6","±0.5","±0.3","±0.3","±0.3","±0.2","±0.3","±0.5","±0.4","±0.2","","±0.1","±0.6","±1.3","±0.6","±6.4","±1.2","±1.1","±0.5","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.7","±0.7","±0.5","","±0.6","±0.1","","±0.6","","±0.1","±0.7","±0.3","±0.2","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","67.1%","","47.3%","79.5%","85.5%","85.5%","86.2%","85.2%","78.5%","62.6%","27.3%","6.4%","","67.2%","65.1%","51.5%","68.1%","67.7%","73.0%","68.1%","71.7%","67.1%","81.6%","","84.1%","79.1%","80.3%","78.9%","73.6%","83.5%","","46.0%","85.9%","","48.5%","","81.9%","60.8%","75.2%","82.7%","88.3%"
"        Margin of Error","±0.1","","±0.5","±0.5","±0.4","±0.4","±0.3","±0.2","±0.4","±0.5","±0.4","±0.2","","±0.1","±0.7","±1.4","±0.7","±6.3","±1.2","±1.2","±0.6","±0.1","±0.2","","±0.2","±0.2","±0.3","±0.8","±0.8","±0.4","","±0.6","±0.1","","±0.6","","±0.2","±0.7","±0.4","±0.2","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.6%","","11.0%","6.0%","3.9%","3.2%","2.8%","2.7%","2.9%","2.6%","2.2%","2.4%","","3.0%","8.8%","12.6%","4.3%","4.7%","6.1%","7.4%","6.1%","2.9%","3.3%","","3.7%","2.9%","2.7%","2.8%","3.5%","2.5%","","16.2%","2.5%","","8.6%","","3.0%","8.3%","4.2%","3.0%","1.7%"
"        Margin of Error","±0.1","","±0.5","±0.3","±0.3","±0.2","±0.2","±0.1","±0.2","±0.2","±0.2","±0.5","","±0.1","±0.5","±1.4","±0.4","±3.3","±0.7","±0.7","±0.5","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.3","±0.4","±0.2","","±0.7","±0.1","","±0.5","","±0.1","±0.6","±0.2","±0.1","±0.1"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,354,101","","170,618","207,813","203,200","184,444","371,300","372,814","196,810","186,080","273,673","187,349","","1,416,676","859,433","10,611","24,073","651","21,562","21,095","62,129","1,380,403","1,722,461","","838,812","883,649","323,031","69,031","67,981","186,019","","309,123","1,361,529","","252,992","","1,514,648","205,933","451,945","515,583","341,187"
"        Margin of Error","±1,361","","±1,942","±1,351","±1,056","±1,397","±1,290","±1,196","±2,233","±2,211","±704","±671","","±1,610","±1,856","±531","±768","±233","±1,313","±1,272","±1,082","±898","±1,583","","±1,131","±1,116","±3,559","±1,903","±1,972","±3,106","","±4,946","±5,158","","±3,834","","±1,347","±3,970","±5,496","±5,456","±5,642"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","57.2%","","29.4%","68.5%","78.2%","78.7%","78.4%","73.7%","62.3%","48.2%","22.1%","6.2%","","57.2%","57.0%","54.5%","62.1%","63.1%","59.9%","59.0%","62.4%","57.0%","71.1%","","74.4%","67.9%","74.6%","73.8%","70.1%","76.6%","","45.1%","79.3%","","33.9%","","71.4%","47.9%","65.9%","76.6%","85.2%"
"        Margin of Error","±0.3","","±0.8","±0.9","±0.8","±0.7","±0.5","±0.7","±0.8","±0.9","±0.5","±0.4","","±0.3","±0.4","±3.5","±2.6","±12.9","±3.0","±2.6","±1.5","±0.4","±0.3","","±0.3","±0.4","±0.6","±1.4","±1.5","±0.8","","±0.7","±0.3","","±0.8","","±0.3","±0.7","±0.5","±0.5","±0.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","52.5%","","21.2%","57.2%","69.0%","72.1%","73.0%","70.1%","59.7%","46.8%","21.5%","6.0%","","53.6%","50.5%","46.4%","57.0%","63.1%","56.9%","50.5%","56.7%","53.5%","65.5%","","68.4%","62.8%","68.6%","66.1%","63.8%","71.2%","","33.2%","75.2%","","29.2%","","66.7%","41.4%","60.8%","71.8%","82.0%"
"        Margin of Error","±0.3","","±0.8","±1.0","±1.1","±0.9","±0.5","±0.7","±0.8","±0.8","±0.5","±0.4","","±0.4","±0.4","±3.6","±2.6","±12.9","±3.0","±2.8","±1.4","±0.4","±0.3","","±0.4","±0.5","±0.8","±1.7","±1.5","±0.9","","±0.8","±0.3","","±0.7","","±0.3","±0.8","±0.5","±0.5","±0.4"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7.5%","","25.5%","14.5%","10.4%","7.5%","6.2%","4.6%","4.1%","2.9%","2.7%","2.7%","","5.2%","11.1%","13.4%","5.4%","0.0%","4.5%","11.6%","6.5%","5.2%","7.0%","","6.8%","7.3%","7.9%","10.0%","8.7%","6.9%","","26.2%","4.5%","","13.5%","","6.1%","13.6%","7.6%","5.4%","2.8%"
"        Margin of Error","±0.2","","±1.6","±0.8","±0.7","±0.5","±0.5","±0.3","±0.5","±0.4","±0.5","±1.0","","±0.3","±0.4","±3.2","±1.7","±8.7","±1.6","±2.5","±1.1","±0.3","±0.2","","±0.3","±0.3","±0.5","±1.3","±1.4","±0.6","","±1.1","±0.2","","±0.9","","±0.2","±1.0","±0.4","±0.3","±0.3"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,881,733","","317,290","414,394","415,251","398,156","738,183","769,927","426,328","395,479","577,726","428,999","","4,076,954","539,702","22,504","99,131","5,538","48,179","89,725","170,858","3,964,827","3,557,718","","1,762,899","1,794,819","628,059","148,073","129,555","350,431","","451,797","3,027,861","","444,424","","3,143,324","277,718","897,440","988,271","979,895"
